"","Feature_chr","Feature_start","Feature_end","Feature_gene_biotype","Feature_gene_name","PBS_2","PBS_3","PBS_4","PBS_5","FPAS_2","FPAS_3","FPAS_4","FPAS_5","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange","baseMean_PBS","baseMean_FPAS","DE_status"
"ENSMUSG00000056427.10","chr11",35121224,35708507,"protein_coding","Slit3",1435,2499,1778,1477,1554,1533,1820,1372,1635.84747069532,0.24087109155361,0.206994756179903,1.16365793993479,0.244562660842088,0.635113790875681,1.18170595380477,1499.2458125078,1772.44912888285,"NS"
"ENSMUSG00000047511.6","chr11",49109982,49114874,"protein_coding","Olfr1396",0,16,51,0,147,0,0,134,51.6487599619557,2.63120607046128,2.26185226398576,1.16329705187051,0.244709001407706,NA,6.19543709826302,14.3541414444781,88.9433784794333,"NS"
"ENSMUSG00000030341.17","chr6",125349362,125362484,"protein_coding","Tnfrsf1a",809,1223,1059,1246,1179,1014,620,1264,1047.5081839999,0.341470420035953,0.293600956326859,1.16304260145461,0.244812218309118,0.635524474116873,1.26704733290445,923.932243237827,1171.08412476197,"NS"
"ENSMUSG00000004610.4","chr7",43444083,43457800,"protein_coding","Etfb",210,260,108,258,94,131,85,76,141.00410966304,-0.738292521323548,0.634934143334503,-1.16278598193859,0.244916346040188,NA,0.599448400216689,176.325531747241,105.682687578838,"NS"
"ENSMUSG00000055866.9","chr1",91415982,91459324,"protein_coding","Per2",1739,2288,2115,2082,2551,2307,1860,979,1925.06028830212,0.268145571054323,0.230666610474723,1.16248108255662,0.245040104543233,0.635878613954669,1.20425888743121,1746.87204114688,2103.24853545737,"NS"
"ENSMUSG00000026603.13","chr1",189880492,189922363,"protein_coding","Smyd2",895,424,899,554,470,355,584,126,511.432807958494,-0.501111923759717,0.431315271218317,-1.16182281778303,0.24530744349028,0.63628331978111,0.706562004990138,599.448469253455,423.417146663532,"NS"
"ENSMUSG00000021390.6","chr13",49608046,49624501,"protein_coding","Ogn",321,634,405,522,366,461,99,103,332.058859266343,-0.561561003321213,0.483388916490204,-1.16171675469641,0.245350537681058,NA,0.677568634269472,396.039091236772,268.078627295914,"NS"
"ENSMUSG00000061904.12","chr10",91116574,91124059,"protein_coding","Slc25a3",5830,5671,5150,3459,3120,3948,4105,1898,3900.5456592161,-0.239269387835726,0.20597939271576,-1.16161808558152,0.245390632416036,0.63628331978111,0.84717423121312,4223.35857423772,3577.73274419448,"NS"
"ENSMUSG00000062198.5","chr12",55045661,55080110,"protein_coding","2700097O09Rik",284,228,373,30,74,104,0,107,136.037962866976,-1.25532862952257,1.08073532576756,-1.16155047363795,0.245418109552996,NA,0.418898136234013,191.725204887593,80.3507208463605,"NS"
"ENSMUSG00000044636.6","chr15",100479570,100495488,"protein_coding","Csrnp2",300,346,229,168,60,424,284,435,277.361423457446,0.64423073888694,0.554652314730771,1.16150374167221,0.245437102438431,NA,1.56290570525734,216.371128487688,338.351718427204,"NS"
"ENSMUSG00000028464.16","chr4",43514711,43523765,"protein_coding","Tpm2",44607,22706,37110,33790,11812,28673,34478,9279,26251.9299836271,-0.402558321311727,0.346632947842121,-1.16133888546301,0.245504111814336,0.63628331978111,0.756515569176494,29891.1549734786,22612.7049937757,"NS"
"ENSMUSG00000021962.9","chr14",30479535,30527063,"protein_coding","Dcp1a",824,745,631,986,720,966,1199,363,783.824056431404,0.370890182889125,0.319403573399839,1.16119609727983,0.245562161532324,0.63628331978111,1.29315049427442,683.79738336537,883.850729497439,"NS"
"ENSMUSG00000022536.14","chr16",5013909,5049863,"protein_coding","Glyr1",2160,2049,1464,1339,1493,1855,1422,1364,1587.1916132015,0.215015325492084,0.185252968965745,1.16065791923606,0.245781041247704,0.636500058959375,1.16071624439986,1468.89487838625,1705.48834801674,"NS"
"ENSMUSG00000032514.11","chr9",119937606,119967793,"protein_coding","Ttc21a",576,687,460,474,1043,551,194,479,550.683359808027,0.477941140810603,0.411905121315768,1.16031852015797,0.245919146878305,0.636500058959375,1.39275465779232,460.212206375063,641.15451324099,"NS"
"ENSMUSG00000030127.15","chr6",124958413,124965538,"protein_coding","Cops7a",1144,859,873,976,456,1276,1537,642,944.66185760661,0.371528658506962,0.320208323121391,1.16027170963359,0.24593819892108,0.636500058959375,1.29372291447556,823.818386314387,1065.50532889883,"NS"
"ENSMUSG00000037358.6","chrX",18414881,18461397,"protein_coding","Dipk2b",102,207,256,316,195,44,0,0,128.821636175834,-1.53238101939051,1.32084607738335,-1.16015109226521,0.245987295369104,NA,0.345706343279996,191.465899939848,66.1773724118194,"NS"
"ENSMUSG00000026399.12","chr1",130439027,130462744,"protein_coding","Cd55",798,509,802,673,301,501,303,508,527.984952632125,-0.39928707086405,0.34418619222012,-1.16009032288166,0.246012033720345,0.636500058959375,0.758232882707038,600.487540909685,455.482364354564,"NS"
"ENSMUSG00000023110.12","chr14",54507187,54517525,"protein_coding","Prmt5",614,608,284,282,336,613,425,399,427.80579186073,0.401066785203999,0.34579670840613,1.15983401650242,0.246116391590721,0.636533167536717,1.3204839674121,368.628561729111,486.98302199235,"NS"
"ENSMUSG00000040907.15","chr7",24978167,25005958,"protein_coding","Atp1a3",68,0,76,47,41,21,165,174,83.2201819075666,1.53212407747682,1.32151432507414,1.1593700109084,0.24630539533835,NA,2.89211331157377,42.7656759148264,123.674687900307,"NS"
"ENSMUSG00000056752.16","chr11",65831282,66168551,"protein_coding","Dnah9",1187,1722,1321,1077,2283,1838,433,836,1288.54387760586,0.400747872386211,0.345739852635935,1.15910234047621,0.246414471992705,0.637067091592892,1.32019210204246,1110.75124132241,1466.33651388931,"NS"
"ENSMUSG00000001445.10","chr11",97041560,97049213,"protein_coding","Mrpl10",436,521,752,366,128,445,98,399,369.135424432335,-0.573644489321921,0.494930787795419,-1.15903981620767,0.246439955731208,NA,0.671917267137275,441.522050269782,296.748798594887,"NS"
"ENSMUSG00000029516.19","chr5",115845278,116008947,"protein_coding","Cit",338,268,296,226,269,325,211,370,287.330144146281,0.482757783385706,0.416862857310719,1.15807339253032,0.246834087103276,NA,1.3974123381336,239.615806261393,335.044482031169,"NS"
"ENSMUSG00000028042.15","chr3",89377644,89394776,"protein_coding","Zbtb7b",1861,2777,1787,1689,2374,1451,1707,1584,1862.83396163776,0.266300105603404,0.230028720627772,1.15768198369596,0.246993838830475,0.638164118953125,1.2027194093862,1690.99524090722,2034.67268236829,"NS"
"ENSMUSG00000021275.16","chr12",110889264,110972394,"protein_coding","Tecpr2",1232,1446,1234,1378,1061,1173,712,476,1024.78795253459,-0.278729402599003,0.240779630708609,-1.1576120528913,0.247022388392241,0.638164118953125,0.824316682444778,1123.73995451805,925.835950551129,"NS"
"ENSMUSG00000061126.5","chr17",32452723,32493320,"protein_coding","Cyp4f39",841,819,684,380,1243,325,428,691,679.78599949283,0.479445342419071,0.414317977974219,1.15719174138493,0.247194031126862,0.638370321097304,1.39420754718782,567.662758817125,791.909240168535,"NS"
"ENSMUSG00000029149.14","chr5",31251691,31253202,"protein_coding","Krtcap3",165,132,277,243,38,216,75,63,139.397375515332,-0.836413259485175,0.72281450861436,-1.15716169157781,0.247206305773833,NA,0.560034162530382,178.825512074683,99.9692389559816,"NS"
"ENSMUSG00000036430.8","chr17",46890684,46891847,"protein_coding","Tbcc",104,121,100,52,0,175,92,368,134.162794538225,1.2766047930729,1.10343320206722,1.15693889823259,0.247297324984854,NA,2.42268156887914,78.3631878432766,189.962401233174,"NS"
"ENSMUSG00000028041.17","chr3",89338542,89349996,"protein_coding","Adam15",1118,1625,1082,968,1014,1178,811,1257,1104.56761447299,0.275639900297369,0.238289328137137,1.15674462827281,0.247376710502348,0.638415460228902,1.21053089519284,998.982895194579,1210.1523337514,"NS"
"ENSMUSG00000048078.16","chr7",96171246,96911093,"protein_coding","Tenm4",968,919,945,767,510,1876,513,850,874.32139718856,0.368062062774643,0.318200257136663,1.15669945111504,0.247395174030015,0.638415460228902,1.2906180098856,763.596925114392,985.045869262729,"NS"
"ENSMUSG00000063810.7","chr6",85587531,85702753,"protein_coding","Alms1",777,1034,740,950,1112,1175,204,1119,878.51696681974,0.455286090534965,0.393694852520048,1.15644410289002,0.247499550859656,0.638447820993072,1.37105466206763,740.965782200997,1016.06815143848,"NS"
"ENSMUSG00000028927.6","chr4",140906344,140952586,"protein_coding","Padi2",4654,2688,3581,3181,382,3993,2062,237,2328.48056713955,-0.892816135943247,0.772658067564238,-1.15551260437596,0.247880574064094,0.639193527779519,0.538561820654818,3026.98563352195,1629.97550075715,"NS"
"ENSMUSG00000030036.8","chr6",83115496,83118898,"protein_coding","Mogs",338,568,240,242,353,266,333,403,338.645590218586,0.469602710966169,0.406424848519498,1.15544783414895,0.247907083146773,NA,1.38472808949348,283.780323206622,393.51085723055,"NS"
"ENSMUSG00000022553.16","chr15",76351294,76354380,"protein_coding","Maf1",957,663,878,660,719,1208,752,455,756.553217522046,0.312036148848751,0.27018231435448,1.15490960092731,0.248127447357399,0.639592886180436,1.24145859770973,675.340871861638,837.765563182455,"NS"
"ENSMUSG00000001323.17","chr11",74906359,74925948,"protein_coding","Srr",323,191,244,145,226,333,286,172,234.718641653829,0.53477556520387,0.463270156556095,1.15434926605102,0.24835700603801,NA,1.44871676545004,191.740242772508,277.697040535149,"NS"
"ENSMUSG00000019863.7","chr10",43874188,43901745,"protein_coding","Qrsl1",325,237,313,261,52,242,172,0,179.694341223708,-1.07113938216251,0.927989261160548,-1.15425838098917,0.248394253940738,NA,0.475942970057268,243.59831232498,115.790370122435,"NS"
"ENSMUSG00000022438.6","chr15",84232043,84315688,"protein_coding","Parvb",747,812,981,401,369,1267,678,691,713.360456099411,0.385298743505364,0.333882038434271,1.15399661902213,0.248501555059194,0.640319796431251,1.306130223677,618.724810896419,807.996101302402,"NS"
"ENSMUSG00000040659.3","chr4",141858142,141874920,"protein_coding","Efhd2",573,856,584,499,806,668,380,522,594.237040272186,0.344732385048824,0.298895021720434,1.15335606148457,0.248764268288271,0.640470491666389,1.26991539576591,523.435485436889,665.038595107482,"NS"
"ENSMUSG00000030401.16","chr7",19282624,19296160,"protein_coding","Rtn2",2949,1826,3107,2652,654,2351,2250,470,1888.78998304643,-0.607976839348692,0.527216898150898,-1.15318162502197,0.248835843921609,0.640470491666389,0.656116160329782,2281.15338785027,1496.42657824259,"NS"
"ENSMUSG00000024095.15","chr17",80029487,80062334,"protein_coding","Hnrnpll",763,1034,1033,996,569,1179,323,360,723.528277779161,-0.366153886859442,0.317516621261964,-1.15318021905175,0.248836420884769,0.640470491666389,0.775848093059991,815.22580769789,631.830747860433,"NS"
"ENSMUSG00000054978.3","chr9",65388684,65391652,"protein_coding","Kbtbd13",140,189,151,282,0,98,124,0,110.417141686478,-1.54288632615151,1.33809092552682,-1.15305043679603,0.248889683211089,NA,0.343198148259759,164.454106063451,56.3801773095041,"NS"
"ENSMUSG00000078627.9","chr11",105360798,105456735,"protein_coding","Marchf10",26,0,0,0,0,74,0,106,28.7859660344952,3.24527470446208,2.81530534784908,1.15272565618557,0.249023007328226,NA,9.48254757343761,5.4901527007467,52.0817793682436,"NS"
"ENSMUSG00000039985.14","chr6",148921035,148946467,"protein_coding","Sinhcaf",31,66,96,108,91,62,0,387,119.198559599586,1.39355593812857,1.20931789482637,1.15234872822969,0.249177800791031,NA,2.62725446029352,65.7065529743348,172.690566224837,"NS"
"ENSMUSG00000024413.14","chr18",12189692,12236400,"protein_coding","Npc1",1049,1404,1113,881,1101,1006,1037,795,1018.47180223635,0.246076511366868,0.21354746719636,1.15232699594885,0.249186727663663,0.640803019780553,1.18597739443924,931.591864029052,1105.35174044364,"NS"
"ENSMUSG00000026489.13","chr1",180165238,180199602,"protein_coding","Coq8a",6148,6122,5463,3598,1382,4134,4945,1127,3780.40205171396,-0.535475219869124,0.464698597513036,-1.1523065116505,0.249195142112733,0.640803019780553,0.689931377722951,4474.13863796902,3086.66546545891,"NS"
"ENSMUSG00000079110.12","chr2",120463572,120504918,"protein_coding","Capn3",386,267,447,453,101,200,294,216,284.245013484457,-0.552124541457614,0.479228362578428,-1.15211157054014,0.249275229095248,NA,0.68201503956802,337.93692887368,230.553098095234,"NS"
"ENSMUSG00000024381.16","chr18",32377230,32435737,"protein_coding","Bin1",5872,5085,6120,5224,1448,4338,5767,2242,4269.20160523344,-0.339682605279709,0.294866407460408,-1.15198814339446,0.249325945543425,0.640803019780553,0.790215141064499,4769.6190752043,3768.78413526258,"NS"
"ENSMUSG00000079215.8","chr5",124862691,124902693,"protein_coding","Zfp664",1234,2120,943,991,897,1041,758,574,991.012867815361,-0.274834849341773,0.238578592055367,-1.15196777285865,0.249334316528538,0.640803019780553,0.826544930406043,1085.00363037592,897.0221052548,"NS"
"ENSMUSG00000033377.14","chr3",116918258,116968987,"protein_coding","Palmd",289,571,428,275,179,443,106,135,273.542743658322,-0.540470246444784,0.469223590556866,-1.15183945846236,0.249387050040341,NA,0.68754676667546,324.34090096607,222.744586350573,"NS"
"ENSMUSG00000026034.17","chr1",58410189,58424066,"protein_coding","Clk1",2733,3530,2896,2388,3330,2734,2075,1994,2628.65750704212,0.222875568373825,0.193522576162676,1.15167735358419,0.249453681608169,0.640872873074647,1.16705743943757,2425.81753720996,2831.49747687429,"NS"
"ENSMUSG00000050379.15","chrX",36911326,36991794,"protein_coding","Septin6",125,71,191,30,200,348,0,227,149.602983871303,1.23371053768857,1.07132243636228,1.15157724305457,0.249494837240963,NA,2.35171060606223,89.2769939448465,209.928973797759,"NS"
"ENSMUSG00000031295.13","chrX",160502166,160598878,"protein_coding","Phka2",845,1158,723,582,316,933,494,305,610.894337644608,-0.352836184398633,0.30643676253429,-1.15141597724963,0.249561143904109,0.640912106546497,0.78304320445085,685.47119927392,536.317476015296,"NS"
"ENSMUSG00000029014.14","chr5",21757267,21785251,"protein_coding","Dnajc2",463,415,421,277,230,286,196,182,289.449488409441,-0.431622359499659,0.37488130104517,-1.15135739845198,0.249585232434535,NA,0.741427555912122,332.41847757819,246.480499240692,"NS"
"ENSMUSG00000021917.16","chr14",30999826,31001672,"protein_coding","Spcs1",259,230,205,353,156,161,97,0,166.712633529898,-1.0715123090473,0.930767207400445,-1.15121407429033,0.249644176452987,NA,0.475819957926581,225.993318272739,107.431948787057,"NS"
"ENSMUSG00000035048.13","chr9",102626296,102634425,"protein_coding","Anapc13",400,786,620,424,116,388,394,308,399.906661363119,-0.472583323057336,0.410582262328022,-1.15100764552703,0.249729090193443,0.641035226158756,0.720672988017914,464.757358238288,335.05596448795,"NS"
"ENSMUSG00000037761.16","chr2",158624888,158639211,"protein_coding","Actr5",393,302,107,161,269,220,388,187,249.918984729662,0.595507083444276,0.517398495019945,1.15096408121813,0.249747012796023,NA,1.51100358500629,198.987784476054,300.850184983271,"NS"
"ENSMUSG00000026829.9","chr2",28496891,28505415,"protein_coding","Gbgt1",12,43,66,0,84,25,214,1,58.3653435819432,1.8715694937343,1.62619594138333,1.15088806096899,0.249778290108002,NA,3.65930455770923,25.0484663893495,91.6822207745368,"NS"
"ENSMUSG00000053774.9","chr16",32332257,32393747,"protein_coding","Ubxn7",2215,1985,1654,1943,885,2025,1165,1105,1528.78302891761,-0.241038174062998,0.209453757929428,-1.15079422038449,0.249816903085127,0.641035226158756,0.846136207333459,1656.4469595211,1401.11909831413,"NS"
"ENSMUSG00000030399.2","chr7",19404776,19422841,"protein_coding","Ckm",42154,18701,36468,31611,9180,30477,31453,7412,24357.1651406605,-0.434756590862908,0.377843195349589,-1.15062702256861,0.249885711002622,0.641035226158756,0.739818565068065,27999.9474095227,20714.3828717983,"NS"
"ENSMUSG00000037887.11","chr7",142079490,142095843,"protein_coding","Dusp8",500,588,537,343,71,609,236,186,347.018322628521,-0.551903415972982,0.479770581780175,-1.15034859770926,0.25000032222957,NA,0.682119581733932,412.781726362332,281.25491889471,"NS"
"ENSMUSG00000027455.16","chr2",151494182,151511414,"protein_coding","Nsfl1c",752,709,1149,627,371,1135,359,105,590.509379534058,-0.506740580376626,0.440555564059512,-1.15023080336848,0.250048822320808,0.641143841160585,0.703810732701952,693.549773501372,487.468985566745,"NS"
"ENSMUSG00000045942.13","chr11",51253651,51263046,"protein_coding","BC049762",1,0,15,0,0,83,0,46,18.4794058532054,3.21403326245818,2.7945951389589,1.15008904783808,0.250107196793181,NA,9.27941117763152,3.60159884829365,33.3572128581172,"NS"
"ENSMUSG00000031400.10","chrX",74409483,74429194,"protein_coding","G6pdx",1082,886,861,782,905,1048,346,1229,886.971666301675,0.394049191768145,0.342688983548292,1.14987411526351,0.250195723493171,0.641143841160585,1.31407643262754,766.436304230734,1007.50702837261,"NS"
"ENSMUSG00000074165.10","chr7",41633203,41651530,"protein_coding","Zfp788",340,442,324,663,406,380,394,617,452.844423276428,0.457715985451449,0.398087304402949,1.1497879495,0.250231219701023,0.641143841160585,1.37336584068226,381.508743990998,524.180102561857,"NS"
"ENSMUSG00000020484.19","chr11",5520659,5525893,"protein_coding","Xbp1",1529,3434,1024,1231,1983,2287,1153,1228,1635.33665322907,0.3189735892322,0.277457989212049,1.14962841811855,0.250296948347213,0.641143841160585,1.24744273533316,1455.08010046125,1815.59320599689,"NS"
"ENSMUSG00000029071.16","chr4",155847402,155859303,"protein_coding","Dvl1",3064,4157,3307,3479,2689,4330,3016,2279,3155.26748640739,0.179053310833109,0.155799875065228,1.14925195388087,0.250452103458596,0.641164113061717,1.13214073648941,2960.02535449039,3350.50961832439,"NS"
"ENSMUSG00000022801.13","chr16",32914100,33015647,"protein_coding","Lrch3",621,1197,562,1101,512,928,149,416,632.009565561284,-0.462892225122597,0.402808613799406,-1.14916168439514,0.250489316898105,0.641164113061717,0.725530301801251,732.662967606727,531.356163515841,"NS"
"ENSMUSG00000022474.15","chr15",81951108,81960930,"protein_coding","Pmm1",394,571,352,187,410,364,274,428,365.392609447022,0.452803689148418,0.394166182534216,1.14876341302849,0.250653549672736,NA,1.3686975585771,308.310703430488,422.474515463556,"NS"
